,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2014-01-01,859464.00,835989.00,798472.00,763290.00,741942.00,728994.00,730879.00,734536.00,740316.00,738531.00,768368.00,782091.00,788393.00,787279.00,783190.00,797952.00,828346.00,906225.00,968149.00,969604.00,954700.00,935976.00,887640.00,830137.00
2014-01-02,783129.00,731053.00,704018.00,692073.00,690622.00,702530.00,731259.00,763824.00,798123.00,830135.00,872525.00,890521.00,898330.00,896669.00,890941.00,892812.00,914488.00,978945.00,1035371.00,1035647.00,1018600.00,985792.00,926662.00,858797.00
2014-01-03,800920.00,746559.00,713610.00,699861.00,693511.00,712721.00,747786.00,792986.00,849589.00,898630.00,942580.00,963903.00,969133.00,961143.00,957567.00,959372.00,975834.00,1038388.00,1082881.00,1075330.00,1054658.00,1025986.00,972036.00,898782.00
2014-01-04,832543.00,773131.00,749337.00,739229.00,732236.00,747010.00,785501.00,829214.00,882119.00,925017.00,968222.00,985194.00,980975.00,976513.00,980792.00,978944.00,990903.00,1050866.00,1083106.00,1081660.00,1085220.00,1053282.00,987647.00,914099.00
2014-01-05,848469.00,789261.00,761613.00,749626.00,750239.00,761435.00,791220.00,808056.00,853095.00,893920.00,938803.00,951026.00,951535.00,968661.00,967787.00,960792.00,978470.00,1048618.00,1108294.00,1097747.00,1083919.00,1051162.00,985007.00,919340.00
2014-01-06,849712.00,798109.00,771808.00,751606.00,750880.00,764205.00,798307.00,838524.00,897883.00,947990.00,986903.00,997533.00,1000941.00,1000179.00,996206.00,1002359.00,1027298.00,1083420.00,1122248.00,1116191.00,1094127.00,1063029.00,1001452.00,935400.00
2014-01-07,860996.00,794933.00,763849.00,746948.00,742400.00,756778.00,785526.00,818358.00,857962.00,886205.00,909687.00,919297.00,919685.00,911270.00,909889.00,903067.00,917103.00,975074.00,1041116.00,1039442.00,1030093.00,992009.00,950984.00,885574.00
2014-01-08,821498.00,769509.00,733506.00,708425.00,702128.00,718406.00,753641.00,792858.00,847209.00,887032.00,933620.00,955617.00,953324.00,952147.00,952506.00,945033.00,968822.00,1041484.00,1100729.00,1101797.00,1077344.00,1037958.00,962264.00,878340.00
2014-01-09,805839.00,748582.00,721639.00,709653.00,714510.00,751595.00,844011.00,935226.00,999405.00,1039258.00,1055365.00,1049729.00,1045589.00,1053783.00,1060876.00,1054150.00,1066371.00,1105840.00,1160090.00,1152340.00,1123886.00,1088321.00,1003798.00,903008.00
2014-01-10,837355.00,792370.00,767595.00,753765.00,759509.00,794066.00,888328.00,982476.00,1053294.00,1079963.00,1089398.00,1063232.00,1039896.00,1039227.00,1019620.00,1016797.00,1019699.00,1080853.00,1153381.00,1144878.00,1115597.00,1083691.00,1008820.00,923415.00
2014-01-11,851520.00,793452.00,766833.00,750237.00,740913.00,766533.00,806284.00,859637.00,919675.00,959013.00,1001874.00,1013923.00,1005441.00,976141.00,973553.00,980837.00,1003273.00,1068387.00,1128154.00,1118359.00,1096360.00,1061407.00,993826.00,922401.00
2014-01-12,848162.00,787605.00,764166.00,748912.00,742271.00,756077.00,778508.00,818775.00,853864.00,881117.00,936697.00,957739.00,939906.00,935522.00,930519.00,951851.00,965557.00,1037239.00,1094433.00,1098428.00,1075408.00,1036781.00,979552.00,903322.00
2014-01-13,834108.00,776322.00,754675.00,743398.00,746070.00,784822.00,883487.00,981822.00,1065499.00,1091050.00,1103991.00,1114911.00,1089886.00,1085521.00,1071261.00,1073210.00,1053768.00,1090349.00,1159463.00,1151202.00,1122565.00,1082902.00,1009851.00,924971.00
2014-01-14,854178.00,801170.00,764502.00,759417.00,767049.00,798194.00,875756.00,996888.00,1074554.00,1120215.00,1162468.00,1146485.00,1123652.00,1110737.00,1100898.00,1091971.00,1089445.00,1132487.00,1219590.00,1226929.00,1203238.00,1154155.00,1071495.00,979175.00
2014-01-15,901604.00,844717.00,817226.00,805424.00,811201.00,858356.00,967472.00,1090269.00,1168652.00,1207019.00,1184660.00,1168178.00,1152725.00,1153672.00,1141639.00,1141185.00,1147716.00,1187059.00,1256755.00,1257882.00,1232718.00,1186672.00,1104237.00,1012641.00
2014-01-16,934740.00,869429.00,850120.00,839250.00,844164.00,885462.00,990451.00,1108563.00,1194087.00,1229924.00,1225427.00,1211370.00,1190137.00,1186104.00,1168740.00,1148882.00,1139879.00,1186353.00,1270334.00,1270880.00,1238298.00,1197425.00,1114620.00,1017664.00
2014-01-17,938114.00,886616.00,851337.00,848320.00,851957.00,886090.00,984885.00,1084966.00,1153867.00,1186975.00,1188333.00,1177943.00,1160769.00,1154194.00,1146919.00,1146101.00,1151413.00,1195503.00,1255486.00,1251445.00,1217158.00,1180422.00,1104692.00,1017794.00
2014-01-18,941438.00,881117.00,866926.00,848070.00,845798.00,858725.00,899131.00,969794.00,1029604.00,1067870.00,1101471.00,1105663.00,1099339.00,1096459.00,1084843.00,1086186.00,1098512.00,1158036.00,1223565.00,1213640.00,1194069.00,1160030.00,1102285.00,1032220.00
2014-01-19,972815.00,920520.00,887260.00,871191.00,865739.00,872646.00,894534.00,922081.00,975182.00,1018713.00,1047666.00,1059210.00,1056606.00,1045096.00,1041444.00,1038276.00,1046128.00,1105208.00,1221354.00,1249749.00,1236507.00,1207134.00,1134676.00,1042974.00
2014-01-20,967054.00,903982.00,877313.00,876846.00,882598.00,918177.00,1033506.00,1172065.00,1259513.00,1300643.00,1308870.00,1278313.00,1265670.00,1268787.00,1254001.00,1233139.00,1230240.00,1254133.00,1339127.00,1355229.00,1348565.00,1301451.00,1217325.00,1108629.00
2014-01-21,1038156.00,989593.00,971589.00,963956.00,966323.00,1004364.00,1098255.00,1211608.00,1306196.00,1342799.00,1348440.00,1338153.00,1312752.00,1295928.00,1281985.00,1269607.00,1253595.00,1284800.00,1380170.00,1392682.00,1357786.00,1312295.00,1225317.00,1133216.00
2014-01-22,1056154.00,1013440.00,994965.00,983502.00,986993.00,1026675.00,1130066.00,1252777.00,1335428.00,1356982.00,1362491.00,1351390.00,1329974.00,1312809.00,1306078.00,1294133.00,1293334.00,1319951.00,1387147.00,1390798.00,1359105.00,1307950.00,1235835.00,1128923.00
2014-01-23,1056089.00,1016870.00,986494.00,959486.00,978455.00,1026670.00,1116087.00,1213485.00,1279790.00,1320583.00,1322872.00,1304156.00,1290049.00,1279100.00,1260850.00,1240213.00,1226018.00,1245611.00,1325827.00,1334612.00,1305222.00,1259964.00,1187116.00,1085589.00
2014-01-24,1013643.00,970411.00,955615.00,943821.00,941144.00,982592.00,1076825.00,1186713.00,1265163.00,1293859.00,1286334.00,1260868.00,1239862.00,1231175.00,1212394.00,1183289.00,1172325.00,1194482.00,1292073.00,1315964.00,1292472.00,1249339.00,1177345.00,1090636.00
2014-01-25,1018461.00,965287.00,938084.00,926097.00,929966.00,945059.00,992103.00,1059811.00,1124639.00,1177846.00,1194897.00,1201547.00,1191728.00,1167628.00,1156717.00,1151703.00,1147518.00,1184392.00,1282699.00,1308696.00,1283804.00,1250204.00,1178624.00,1110892.00
2014-01-26,1048871.00,983302.00,961148.00,951958.00,941624.00,956481.00,988259.00,1033396.00,1092235.00,1150321.00,1185060.00,1197986.00,1194573.00,1174517.00,1160793.00,1152316.00,1149004.00,1202192.00,1303140.00,1339472.00,1317037.00,1274258.00,1195048.00,1117034.00
2014-01-27,1045108.00,997469.00,975849.00,964803.00,976140.00,1017417.00,1126169.00,1248698.00,1339879.00,1382222.00,1392496.00,1375473.00,1356850.00,1341093.00,1325538.00,1312854.00,1296360.00,1310693.00,1402847.00,1413372.00,1387119.00,1340859.00,1257068.00,1159549.00
2014-01-28,1081614.00,1033057.00,1021921.00,1014359.00,1016369.00,1052085.00,1161723.00,1283133.00,1366835.00,1414608.00,1426900.00,1402501.00,1372816.00,1360831.00,1346451.00,1335830.00,1334223.00,1356744.00,1434687.00,1448896.00,1416938.00,1370303.00,1281485.00,1186829.00
2014-01-29,1109387.00,1064441.00,1044238.00,1031814.00,1041153.00,1082027.00,1180406.00,1298989.00,1399855.00,1450426.00,1470677.00,1466084.00,1448550.00,1449134.00,1441213.00,1419069.00,1396876.00,1417685.00,1500803.00,1517761.00,1488597.00,1439144.00,1359466.00,1262352.00
2014-01-30,1174879.00,1121379.00,1102644.00,1098460.00,1102478.00,1137757.00,1239423.00,1350253.00,1446920.00,1501862.00,1512328.00,1512517.00,1502929.00,1483080.00,1478795.00,1465194.00,1450551.00,1461567.00,1536903.00,1555869.00,1540010.00,1478845.00,1393486.00,1303984.00
2014-01-31,1226541.00,1164757.00,1151265.00,1140066.00,1141700.00,1176965.00,1275486.00,1369332.00,1457450.00,1510644.00,1517216.00,1514206.00,1498295.00,1474601.00,1449381.00,1425894.00,1396469.00,1417073.00,1490013.00,1511683.00,1489279.00,1447760.00,1380054.00,1303008.00
2014-02-01,1206865.00,1143628.00,1111888.00,1104673.00,1106360.00,1117136.00,1154927.00,1208502.00,1264321.00,1318474.00,1350754.00,1349995.00,1329365.00,1328873.00,1315208.00,1299615.00,1291119.00,1319138.00,1407457.00,1432151.00,1414299.00,1388774.00,1317767.00,1236447.00
2014-02-02,1181873.00,1123249.00,1092448.00,1076798.00,1074022.00,1082742.00,1112122.00,1163137.00,1221768.00,1284897.00,1316690.00,1321716.00,1313198.00,1296993.00,1285351.00,1275097.00,1274058.00,1307022.00,1391617.00,1439224.00,1434659.00,1399347.00,1310436.00,1229375.00
2014-02-03,1155612.00,1102678.00,1077275.00,1075713.00,1079123.00,1111505.00,1208880.00,1328483.00,1407141.00,1447448.00,1465257.00,1447558.00,1421941.00,1407675.00,1386303.00,1365739.00,1340855.00,1348920.00,1417897.00,1449001.00,1422685.00,1382863.00,1300761.00,1203991.00
2014-02-04,1133670.00,1075295.00,1054828.00,1039000.00,1049634.00,1083953.00,1183298.00,1312516.00,1381675.00,1420187.00,1421218.00,1409851.00,1390620.00,1377223.00,1363911.00,1357568.00,1348167.00,1368920.00,1433885.00,1438066.00,1423008.00,1373679.00,1276169.00,1174689.00
2014-02-05,1094384.00,1040618.00,1020943.00,1021105.00,1025861.00,1070150.00,1156532.00,1242165.00,1312608.00,1341016.00,1348198.00,1333771.00,1308479.00,1299942.00,1276964.00,1267005.00,1258960.00,1268154.00,1332414.00,1357989.00,1342570.00,1295547.00,1223931.00,1133428.00
2014-02-06,1055922.00,995409.00,969932.00,965507.00,970698.00,1010312.00,1103252.00,1225044.00,1286937.00,1308648.00,1304907.00,1289286.00,1271922.00,1259835.00,1246106.00,1252668.00,1235968.00,1254505.00,1325941.00,1357686.00,1348222.00,1303360.00,1218081.00,1102686.00
2014-02-07,1031860.00,982488.00,969629.00,955682.00,961467.00,988263.00,1085045.00,1193773.00,1247788.00,1286165.00,1296397.00,1277051.00,1257177.00,1250289.00,1230089.00,1194914.00,1180537.00,1220147.00,1304921.00,1344158.00,1320038.00,1259394.00,1181839.00,1096558.00
2014-02-08,1030950.00,982781.00,968367.00,966159.00,961989.00,986584.00,1024666.00,1087100.00,1141182.00,1207878.00,1233634.00,1224563.00,1198105.00,1185649.00,1172928.00,1164116.00,1165918.00,1197407.00,1270893.00,1310047.00,1296951.00,1250198.00,1165527.00,1087103.00
2014-02-09,1027920.00,981799.00,964128.00,949078.00,954521.00,967775.00,994053.00,1031997.00,1072927.00,1126782.00,1170534.00,1171151.00,1162512.00,1160542.00,1152034.00,1151301.00,1159146.00,1191226.00,1254515.00,1290501.00,1287311.00,1254469.00,1180577.00,1084549.00
2014-02-10,1011836.00,963891.00,945911.00,935736.00,937341.00,969306.00,1080145.00,1193276.00,1254286.00,1299561.00,1318567.00,1308918.00,1296008.00,1293239.00,1287808.00,1278604.00,1235616.00,1254116.00,1310188.00,1331094.00,1317220.00,1269468.00,1181287.00,1080970.00
2014-02-11,1007961.00,965052.00,947186.00,941224.00,910171.00,952182.00,1043663.00,1162500.00,1210026.00,1253550.00,1247085.00,1242224.00,1245917.00,1240693.00,1220611.00,1223769.00,1203065.00,1205946.00,1274392.00,1317823.00,1302909.00,1250053.00,1163098.00,1045543.00
2014-02-12,973619.00,935823.00,911270.00,895526.00,890356.00,922198.00,1018223.00,1121909.00,1175945.00,1204438.00,1204160.00,1189745.00,1171155.00,1145767.00,1131569.00,1120231.00,1130898.00,1142620.00,1219009.00,1256061.00,1240452.00,1189631.00,1113909.00,1026006.00
2014-02-13,949520.00,905901.00,899316.00,888841.00,886019.00,912672.00,991707.00,1092151.00,1148577.00,1178175.00,1166392.00,1139213.00,1108618.00,1099335.00,1091104.00,1091160.00,1089609.00,1118674.00,1184109.00,1237234.00,1227348.00,1176960.00,1077222.00,988546.00
2014-02-14,907182.00,868129.00,852719.00,840743.00,852518.00,897650.00,980182.00,1091591.00,1140213.00,1176801.00,1180389.00,1163422.00,1144871.00,1145164.00,1137435.00,1126560.00,1121906.00,1133278.00,1193742.00,1229563.00,1213088.00,1166907.00,1096716.00,1014312.00
2014-02-15,939999.00,883923.00,866602.00,858867.00,859004.00,872765.00,908265.00,953410.00,1001325.00,1050450.00,1070262.00,1078176.00,1071005.00,1057495.00,1047517.00,1043755.00,1037317.00,1065257.00,1126078.00,1167845.00,1152578.00,1129944.00,1059346.00,980567.00
2014-02-16,928742.00,877496.00,849146.00,829029.00,825845.00,845645.00,878869.00,896332.00,926110.00,975726.00,1006673.00,1014332.00,1012557.00,1011316.00,1011384.00,1017642.00,1023240.00,1050798.00,1112402.00,1162615.00,1156063.00,1132142.00,1054159.00,971021.00
2014-02-17,902585.00,857469.00,838500.00,821044.00,827371.00,870568.00,964596.00,1077117.00,1109196.00,1153303.00,1160075.00,1156675.00,1138046.00,1136922.00,1124588.00,1112903.00,1108420.00,1115450.00,1170675.00,1212741.00,1199994.00,1154993.00,1070400.00,968469.00
2014-02-18,892389.00,863927.00,855087.00,848139.00,855821.00,898698.00,983378.00,1073015.00,1108700.00,1128889.00,1128461.00,1120080.00,1107252.00,1104871.00,1082191.00,1067180.00,1057352.00,1062095.00,1116173.00,1195925.00,1187718.00,1135112.00,1060281.00,958315.00
2014-02-19,891811.00,854993.00,838727.00,833935.00,838355.00,875290.00,974202.00,1065784.00,1105091.00,1139592.00,1138199.00,1132414.00,1111160.00,1106682.00,1098303.00,1095085.00,1082648.00,1073887.00,1123412.00,1161277.00,1142375.00,1098552.00,1029094.00,937981.00
2014-02-20,854610.00,797133.00,773042.00,769410.00,763471.00,792386.00,890537.00,992662.00,1044831.00,1088579.00,1092638.00,1097608.00,1082293.00,1076764.00,1078992.00,1088036.00,1063190.00,1060646.00,1120668.00,1159987.00,1149689.00,1097123.00,1021602.00,929623.00
2014-02-21,861881.00,824171.00,800926.00,795725.00,798710.00,836401.00,925555.00,1013632.00,1065101.00,1105340.00,1098824.00,1083811.00,1063710.00,1067536.00,1069763.00,1047115.00,1045811.00,1056701.00,1089941.00,1146580.00,1131124.00,1086965.00,1019087.00,925864.00
2014-02-22,857649.00,803516.00,778750.00,773205.00,774251.00,788176.00,832742.00,890672.00,932742.00,977315.00,992829.00,983493.00,970572.00,971390.00,955081.00,951438.00,951837.00,967603.00,1026963.00,1101936.00,1099920.00,1078551.00,1011200.00,935351.00
2014-02-23,874492.00,825247.00,793050.00,788153.00,778211.00,810720.00,842098.00,879894.00,925474.00,987980.00,1022408.00,1027264.00,1017860.00,998935.00,990151.00,987569.00,990225.00,1006600.00,1065149.00,1132076.00,1134506.00,1103618.00,1030162.00,941071.00
2014-02-24,881267.00,841651.00,815753.00,807804.00,812387.00,850991.00,948278.00,1056204.00,1131717.00,1174221.00,1183065.00,1176194.00,1147241.00,1147457.00,1130823.00,1111719.00,1105419.00,1110039.00,1157141.00,1223928.00,1215489.00,1153458.00,1072157.00,968283.00
2014-02-25,894056.00,843231.00,818976.00,811700.00,818666.00,877207.00,984731.00,1087434.00,1160479.00,1197279.00,1206233.00,1190340.00,1176709.00,1166277.00,1149450.00,1141757.00,1132147.00,1122497.00,1166111.00,1249661.00,1237617.00,1186499.00,1096777.00,996174.00
2014-02-26,932459.00,890680.00,867160.00,859981.00,877826.00,916709.00,1024638.00,1128169.00,1192593.00,1240021.00,1242783.00,1224838.00,1202551.00,1199541.00,1197838.00,1153519.00,1125625.00,1121180.00,1157030.00,1257205.00,1255301.00,1209357.00,1122144.00,1037552.00
2014-02-27,968950.00,919380.00,901757.00,891880.00,883215.00,911321.00,1022408.00,1116679.00,1175113.00,1218919.00,1218145.00,1198249.00,1171505.00,1156936.00,1140257.00,1126621.00,1127224.00,1131989.00,1168258.00,1243835.00,1242816.00,1198242.00,1107932.00,1023396.00
2014-02-28,933182.00,887555.00,870456.00,859056.00,859967.00,894138.00,982968.00,1053941.00,1108570.00,1147193.00,1153178.00,1148503.00,1133006.00,1119025.00,1107442.00,1096066.00,1082785.00,1086295.00,1125862.00,1195359.00,1182445.00,1139662.00,1064095.00,981606.00
2014-03-01,918568.00,858084.00,832844.00,818823.00,819364.00,833899.00,880679.00,924341.00,975572.00,1023618.00,1040734.00,1038260.00,1026467.00,1019946.00,1007346.00,996817.00,1004128.00,1016975.00,1056066.00,1123007.00,1120454.00,1085618.00,1019757.00,940413.00
2014-03-02,872050.00,824969.00,794853.00,782100.00,780188.00,792529.00,828116.00,850594.00,903007.00,951885.00,975207.00,975429.00,962075.00,951436.00,946909.00,942266.00,946604.00,964966.00,1019798.00,1107108.00,1114806.00,1086068.00,1006681.00,919848.00
2014-03-03,849632.00,807735.00,785402.00,781447.00,782879.00,823618.00,929114.00,1033592.00,1101547.00,1149647.00,1161141.00,1153092.00,1126042.00,1113412.00,1098145.00,1093310.00,1070201.00,1062446.00,1112459.00,1186498.00,1180097.00,1132068.00,1040201.00,942502.00
2014-03-04,877875.00,839086.00,821094.00,818368.00,821377.00,855634.00,950789.00,1050661.00,1108872.00,1145416.00,1146924.00,1120329.00,1086611.00,1070865.00,1052069.00,1036535.00,1023042.00,1017016.00,1062017.00,1162061.00,1173160.00,1133713.00,1041625.00,952778.00
2014-03-05,875320.00,838104.00,818662.00,810458.00,827625.00,856559.00,962581.00,1053832.00,1104744.00,1135662.00,1129557.00,1112167.00,1089741.00,1063911.00,1053229.00,1043461.00,1040510.00,1033704.00,1080594.00,1167150.00,1174619.00,1136275.00,1042367.00,953204.00
2014-03-06,878317.00,841916.00,823233.00,818091.00,821365.00,860875.00,959521.00,1042371.00,1099869.00,1131415.00,1130108.00,1112645.00,1075599.00,1070674.00,1054259.00,1038216.00,1020182.00,1016195.00,1059877.00,1163498.00,1181403.00,1148312.00,1055728.00,952247.00
2014-03-07,876325.00,833781.00,814572.00,808719.00,813529.00,858285.00,956290.00,1035092.00,1061511.00,1089106.00,1080894.00,1059687.00,1038563.00,1033695.00,1010905.00,996630.00,985313.00,988904.00,1026771.00,1118317.00,1141685.00,1099833.00,1009945.00,940020.00
2014-03-08,877631.00,837181.00,812433.00,798218.00,799235.00,819164.00,861424.00,881769.00,940808.00,991994.00,1006687.00,989231.00,964812.00,937064.00,910594.00,893825.00,890258.00,897803.00,928456.00,1025319.00,1051259.00,1033660.00,984874.00,922777.00
2014-03-09,850059.00,812075.00,786748.00,772329.00,767440.00,779516.00,816275.00,834549.00,889849.00,945797.00,980616.00,982909.00,974280.00,962072.00,956219.00,955178.00,956404.00,974937.00,1015156.00,1085279.00,1098709.00,1068858.00,983894.00,918430.00
2014-03-10,855820.00,815883.00,794378.00,778866.00,778474.00,798278.00,832370.00,862949.00,928750.00,984346.00,1011775.00,1012514.00,999605.00,996283.00,983041.00,979758.00,977337.00,985948.00,1019447.00,1109033.00,1134937.00,1095858.00,1013034.00,926267.00
2014-03-11,856835.00,814582.00,794755.00,793693.00,801993.00,839691.00,937115.00,1021079.00,1090415.00,1181217.00,1195125.00,1176390.00,1155656.00,1152773.00,1141014.00,1128055.00,1115425.00,1109759.00,1138973.00,1220616.00,1224812.00,1184290.00,1095086.00,1003428.00
2014-03-12,925024.00,884083.00,869300.00,862640.00,850213.00,891295.00,976165.00,1045366.00,1106304.00,1142705.00,1141026.00,1125128.00,1105667.00,1095214.00,1078396.00,1067494.00,1061401.00,1060259.00,1102056.00,1179485.00,1191095.00,1150086.00,1060577.00,972217.00
2014-03-13,894275.00,848198.00,826918.00,822839.00,829680.00,870319.00,960925.00,1027065.00,1085732.00,1134113.00,1129131.00,1104396.00,1080973.00,1086493.00,1074588.00,1061293.00,1058186.00,1061025.00,1096805.00,1169252.00,1194675.00,1159032.00,1059086.00,971436.00
2014-03-14,899590.00,859029.00,838876.00,828319.00,836217.00,872545.00,962956.00,1012786.00,1046918.00,1070966.00,1058226.00,1033418.00,1004344.00,1006224.00,997266.00,993471.00,981982.00,976114.00,1002267.00,1091937.00,1127977.00,1095534.00,1015418.00,931840.00
2014-03-15,861848.00,816769.00,796342.00,792399.00,791274.00,807688.00,841393.00,869722.00,917675.00,956795.00,969283.00,965301.00,945968.00,938183.00,926677.00,920813.00,918476.00,920915.00,945938.00,1040093.00,1076475.00,1048699.00,973598.00,897288.00
2014-03-16,837429.00,792119.00,765396.00,763370.00,755617.00,766609.00,788072.00,808785.00,861464.00,910126.00,926987.00,929952.00,923080.00,914025.00,915354.00,911508.00,924498.00,943368.00,997213.00,1071671.00,1087447.00,1046635.00,957317.00,874501.00
2014-03-17,809376.00,770058.00,753202.00,745918.00,754059.00,788183.00,877490.00,967896.00,1021933.00,1049879.00,1059309.00,1033720.00,1017967.00,1036844.00,1064420.00,1064951.00,1058695.00,1038311.00,1056272.00,1088651.00,1049753.00,1004043.00,935624.00,850659.00
2014-03-18,788505.00,759927.00,744676.00,732289.00,743021.00,785839.00,879871.00,957736.00,1039334.00,1080914.00,1098101.00,1089910.00,1072857.00,1059266.00,1042614.00,1035017.00,1024159.00,1023471.00,1047246.00,1110289.00,1140385.00,1103175.00,1013341.00,926997.00
2014-03-19,860433.00,818549.00,801446.00,794777.00,805893.00,840386.00,931285.00,1004996.00,1075898.00,1117576.00,1114901.00,1092632.00,1065682.00,1062334.00,1047132.00,1034807.00,1029970.00,1035617.00,1090638.00,1161220.00,1175254.00,1133137.00,1036935.00,943914.00
2014-03-20,866618.00,821217.00,803285.00,800264.00,808356.00,840330.00,929279.00,1003393.00,1063372.00,1097326.00,1104937.00,1101289.00,1078175.00,1068782.00,1054027.00,1039740.00,1018624.00,1009428.00,1040324.00,1112310.00,1142164.00,1104990.00,1012590.00,928125.00
2014-03-21,855216.00,809356.00,792159.00,782889.00,791461.00,828770.00,917681.00,986076.00,1058406.00,1102007.00,1108972.00,1095265.00,1073402.00,1064290.00,1053665.00,1046437.00,1028524.00,1020190.00,1026652.00,1093828.00,1132380.00,1105551.00,1035387.00,946660.00
2014-03-22,875554.00,830232.00,812529.00,803003.00,798825.00,819090.00,853071.00,880973.00,934860.00,976380.00,991740.00,983987.00,970870.00,960375.00,945515.00,934096.00,934898.00,932946.00,949425.00,1016984.00,1080186.00,1050091.00,982554.00,904766.00
2014-03-23,836212.00,791441.00,769758.00,757829.00,759302.00,777052.00,796637.00,815802.00,864671.00,899637.00,914878.00,910508.00,897714.00,884001.00,874330.00,866718.00,865024.00,872749.00,890024.00,972640.00,1059915.00,1033778.00,958217.00,870462.00
2014-03-24,801589.00,755570.00,737759.00,732935.00,738777.00,775234.00,859324.00,919000.00,982591.00,1016216.00,1017878.00,997436.00,987639.00,979842.00,969158.00,950993.00,931722.00,917063.00,929910.00,999030.00,1078971.00,1053060.00,967950.00,881233.00
2014-03-25,803774.00,765921.00,749705.00,742405.00,749302.00,782175.00,865303.00,917188.00,978870.00,1010557.00,1009254.00,994469.00,974352.00,973661.00,954324.00,938610.00,930750.00,918832.00,929930.00,1010744.00,1095281.00,1062288.00,975614.00,879246.00
2014-03-26,807898.00,767943.00,750481.00,741841.00,747370.00,782924.00,865768.00,918348.00,970232.00,995644.00,990271.00,974114.00,947646.00,937173.00,926325.00,911031.00,897031.00,889528.00,903571.00,982614.00,1078026.00,1047401.00,958407.00,858902.00
2014-03-27,784189.00,747666.00,726073.00,720351.00,723086.00,762249.00,844374.00,904888.00,990045.00,1040550.00,1052520.00,1039381.00,1022656.00,1020315.00,990367.00,972512.00,979859.00,967728.00,982305.00,1053808.00,1133576.00,1099318.00,1018894.00,914843.00
2014-03-28,842856.00,800830.00,784165.00,774428.00,785339.00,817890.00,892932.00,934604.00,987434.00,1030764.00,1029771.00,1015344.00,982345.00,977222.00,964006.00,957834.00,936129.00,931652.00,965657.00,1032899.00,1082145.00,1051900.00,980282.00,888739.00
2014-03-29,818989.00,775104.00,754076.00,745774.00,742076.00,758571.00,786730.00,824572.00,900448.00,961092.00,1008491.00,1025351.00,1026426.00,1013356.00,1010213.00,1004139.00,1000519.00,1010705.00,1043589.00,1085320.00,1122123.00,1100723.00,1027639.00,946485.00
