,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2014-10-02,657769.00,609981.00,574328.00,573850.00,576429.00,624873.00,710958.00,802665.00,870239.00,917924.00,928944.00,915684.00,905399.00,918894.00,899136.00,897936.00,883301.00,885120.00,951050.00,1045166.00,1051840.00,987895.00,897225.00,792654.00
2014-10-03,741773.00,698807.00,667641.00,662525.00,675307.00,699871.00,791636.00,834409.00,905522.00,941673.00,941253.00,932558.00,907397.00,898128.00,886185.00,862297.00,844771.00,859353.00,912349.00,1016698.00,1021077.00,982128.00,916688.00,828799.00
2014-10-04,745169.00,686559.00,657429.00,644890.00,661832.00,685278.00,735503.00,774134.00,820901.00,858651.00,890258.00,874151.00,883135.00,892931.00,879867.00,863818.00,871775.00,886218.00,947531.00,1018641.00,1022092.00,983790.00,910599.00,831957.00
2014-10-05,757445.00,722425.00,701057.00,693744.00,691203.00,699488.00,719018.00,752747.00,792481.00,837083.00,859279.00,852935.00,847705.00,852720.00,848249.00,839445.00,845639.00,891324.00,964310.00,1030482.00,1038330.00,1001229.00,910940.00,823172.00
2014-10-06,753079.00,699837.00,669974.00,659694.00,661944.00,712558.00,823868.00,895069.00,975865.00,1029420.00,1039217.00,1040973.00,1035244.00,1038686.00,1032566.00,1022174.00,1007674.00,1012729.00,1082256.00,1149190.00,1129287.00,1093701.00,983727.00,907653.00
2014-10-07,806501.00,752544.00,743859.00,733546.00,754613.00,801254.00,893223.00,962332.00,1051640.00,1097944.00,1095250.00,1073747.00,1039416.00,1031803.00,1014373.00,1004152.00,980256.00,977168.00,1029848.00,1142620.00,1168911.00,1109871.00,1020803.00,921900.00
2014-10-08,826704.00,784340.00,763407.00,753404.00,759008.00,809439.00,904120.00,981183.00,1073913.00,1094692.00,1092033.00,1072479.00,1024778.00,1005666.00,986719.00,973133.00,962544.00,979268.00,1044189.00,1156835.00,1163251.00,1128761.00,1024003.00,923475.00
2014-10-09,849145.00,803680.00,785223.00,779314.00,770030.00,824925.00,920017.00,962373.00,1023687.00,1049951.00,1052025.00,1034535.00,999968.00,982524.00,950169.00,958162.00,943207.00,959590.00,1050889.00,1164921.00,1175357.00,1132141.00,1022799.00,904304.00
2014-10-10,810016.00,761110.00,748383.00,747556.00,763783.00,800587.00,892581.00,981661.00,1041116.00,1074750.00,1053887.00,1001597.00,959194.00,957154.00,936212.00,916768.00,895891.00,908991.00,973077.00,1072038.00,1074222.00,1041175.00,945340.00,863902.00
2014-10-11,791836.00,742678.00,715855.00,692233.00,693792.00,730856.00,768259.00,781800.00,846509.00,878737.00,891028.00,882382.00,837303.00,836521.00,840396.00,836554.00,840368.00,850223.00,913610.00,1026373.00,1023307.00,970329.00,911643.00,833732.00
2014-10-12,772084.00,718262.00,689933.00,673376.00,673447.00,691980.00,721661.00,726472.00,781822.00,820179.00,836715.00,825163.00,809775.00,794742.00,781840.00,773929.00,773583.00,789841.00,878832.00,999581.00,1005338.00,960689.00,886201.00,807299.00
2014-10-13,746961.00,700967.00,686055.00,660829.00,682138.00,710784.00,796485.00,874774.00,933359.00,970397.00,966480.00,946543.00,910986.00,903620.00,894731.00,879451.00,866484.00,871295.00,961940.00,1061338.00,1081981.00,1036627.00,933831.00,838688.00
2014-10-14,753307.00,700779.00,700140.00,683821.00,694621.00,750104.00,856054.00,904480.00,947670.00,974981.00,955524.00,931818.00,897508.00,900448.00,887262.00,882249.00,873645.00,881321.00,979066.00,1069469.00,1064839.00,1024398.00,923352.00,841769.00
2014-10-15,753637.00,704173.00,687575.00,671926.00,692121.00,722951.00,822775.00,883898.00,933373.00,941355.00,929797.00,927782.00,898946.00,900230.00,892532.00,892432.00,880048.00,881978.00,974141.00,1059135.00,1062045.00,1026220.00,939429.00,844616.00
2014-10-16,738735.00,707650.00,716916.00,696666.00,703016.00,742016.00,845698.00,901669.00,949681.00,988408.00,986395.00,985660.00,957187.00,953512.00,937656.00,934423.00,923057.00,925314.00,1008707.00,1080788.00,1078372.00,1019950.00,902541.00,835787.00
2014-10-17,760363.00,715073.00,687160.00,681650.00,694716.00,750727.00,846775.00,906399.00,935488.00,961857.00,962799.00,963858.00,963006.00,994736.00,985374.00,995007.00,993585.00,1028313.00,1102534.00,1111998.00,1097308.00,1052497.00,960356.00,860486.00
2014-10-18,786153.00,729460.00,705750.00,709665.00,712886.00,727961.00,786893.00,827521.00,873112.00,908036.00,938088.00,937383.00,931459.00,934144.00,923190.00,919583.00,944887.00,976334.00,1059717.00,1081785.00,1079267.00,1037820.00,952436.00,875927.00
2014-10-19,804504.00,753276.00,729134.00,718869.00,724856.00,742258.00,796700.00,817711.00,884121.00,977486.00,1011612.00,1037445.00,1031725.00,1038082.00,1040501.00,1033665.00,1024086.00,1037023.00,1122245.00,1158694.00,1150681.00,1125785.00,1040179.00,946205.00
2014-10-20,857263.00,837249.00,792789.00,803569.00,796881.00,842918.00,956653.00,1042785.00,1110055.00,1154409.00,1134411.00,1158071.00,1123473.00,1116342.00,1108569.00,1105402.00,1103219.00,1145498.00,1246700.00,1261737.00,1246108.00,1220561.00,1093731.00,1010461.00
2014-10-21,920740.00,865073.00,844571.00,823867.00,819620.00,868756.00,988668.00,1072974.00,1141605.00,1191301.00,1179233.00,1185568.00,1152748.00,1159703.00,1149783.00,1119740.00,1128579.00,1175638.00,1227689.00,1254030.00,1230834.00,1185867.00,1083915.00,985299.00
2014-10-22,879210.00,817460.00,792859.00,788367.00,805248.00,845564.00,953609.00,1046741.00,1095890.00,1134530.00,1129181.00,1113640.00,1086638.00,1093506.00,1080051.00,1048315.00,1067695.00,1086835.00,1171997.00,1208235.00,1184560.00,1136389.00,1047205.00,962909.00
2014-10-23,883164.00,817560.00,798647.00,773605.00,799848.00,846680.00,952087.00,1062627.00,1129680.00,1182145.00,1210783.00,1197475.00,1166658.00,1149444.00,1144548.00,1116219.00,1106660.00,1107600.00,1204814.00,1239212.00,1225701.00,1187826.00,1090824.00,1008767.00
2014-10-24,917612.00,867242.00,838324.00,831359.00,831423.00,893677.00,1010313.00,1098993.00,1159051.00,1201099.00,1198977.00,1179539.00,1167275.00,1154235.00,1144693.00,1110774.00,1121710.00,1113900.00,1205943.00,1223536.00,1201480.00,1156017.00,1080720.00,1041443.00
2014-10-25,934913.00,857942.00,838848.00,824935.00,828689.00,843451.00,889855.00,948067.00,998528.00,1052931.00,1068463.00,1075918.00,1051798.00,1049915.00,1063199.00,1056269.00,1059020.00,1091922.00,1168599.00,1213298.00,1200641.00,1153532.00,1063263.00,979068.00
2014-10-26,905939.00,722180.00,773217.00,783782.00,797237.00,811301.00,872790.00,901113.00,962416.00,1025672.00,1025634.00,1012437.00,1031033.00,1014171.00,1000935.00,984458.00,1016486.00,1119303.00,1204831.00,1213139.00,1206957.00,1144980.00,1052652.00,958417.00
2014-10-27,887347.00,839439.00,829780.00,819957.00,832638.00,852005.00,943953.00,1002441.00,1089007.00,1117894.00,1159992.00,1111184.00,1061811.00,1042917.00,1032082.00,1033820.00,1046039.00,1135676.00,1203659.00,1181034.00,1133456.00,1012969.00,967204.00,921966.00
2014-10-28,845522.00,776533.00,788292.00,794035.00,800401.00,820177.00,914384.00,969758.00,1033843.00,1055515.00,1056353.00,1029484.00,1024856.00,984878.00,962129.00,989768.00,997161.00,1087119.00,1152562.00,1137612.00,1103415.00,1070761.00,987810.00,896920.00
2014-10-29,825843.00,788862.00,770543.00,772166.00,774986.00,821627.00,915617.00,976694.00,1051661.00,1092369.00,1075425.00,1072191.00,1030934.00,1024774.00,1006381.00,1039365.00,1032188.00,1121264.00,1136782.00,1140664.00,1098918.00,1046540.00,970608.00,860128.00
2014-10-30,805722.00,778883.00,752313.00,761993.00,758651.00,792111.00,873820.00,940696.00,1007086.00,1051304.00,1057271.00,1031060.00,1008320.00,999023.00,987389.00,989849.00,1020175.00,1116902.00,1125947.00,1115467.00,1080655.00,1011163.00,919164.00,833536.00
2014-10-31,762880.00,728360.00,724148.00,722335.00,737583.00,790787.00,856390.00,934570.00,982380.00,1010860.00,1001292.00,976695.00,950042.00,955791.00,960326.00,960892.00,987540.00,1098217.00,1127090.00,1110916.00,1082263.00,1014825.00,937407.00,851103.00
2014-11-01,795307.00,751263.00,727836.00,727571.00,731820.00,755869.00,802105.00,848273.00,885863.00,943433.00,984031.00,980574.00,981006.00,965750.00,971385.00,987696.00,1041169.00,1115093.00,1099478.00,1091156.00,1067502.00,1013809.00,940283.00,879652.00
2014-11-02,815037.00,781000.00,766498.00,753489.00,749105.00,769705.00,802262.00,831442.00,895417.00,948452.00,969231.00,981960.00,985506.00,977976.00,977743.00,999707.00,1055784.00,1125746.00,1125624.00,1111480.00,1092569.00,1034404.00,971243.00,898080.00
2014-11-03,828471.00,786779.00,760771.00,753511.00,753048.00,777967.00,841560.00,877255.00,938881.00,985366.00,1013202.00,1024808.00,1023370.00,1027546.00,1027273.00,1035327.00,1066579.00,1145237.00,1153258.00,1134151.00,1101477.00,1062338.00,989999.00,929772.00
2014-11-04,868275.00,823463.00,800377.00,791948.00,802372.00,827494.00,826808.00,852554.00,941865.00,999915.00,1014046.00,1007853.00,988137.00,979514.00,987511.00,995098.00,1038254.00,1138873.00,1156634.00,1153062.00,1139001.00,1085943.00,1011717.00,937841.00
2014-11-05,879441.00,831092.00,804838.00,796958.00,777990.00,813323.00,920210.00,1012247.00,1077373.00,1129751.00,1134887.00,1125389.00,1105831.00,1103244.00,1092360.00,1078766.00,1111838.00,1203776.00,1215424.00,1202585.00,1170511.00,1121859.00,1037745.00,950924.00
2014-11-06,876312.00,831750.00,817746.00,801385.00,819064.00,862222.00,945091.00,1004128.00,1068948.00,1105974.00,1111757.00,1094962.00,1057857.00,1053151.00,1056702.00,1064363.00,1108922.00,1203193.00,1214952.00,1203705.00,1151553.00,1098369.00,1005163.00,921683.00
2014-11-07,842375.00,792231.00,775567.00,774338.00,788584.00,829270.00,910588.00,990101.00,1055146.00,1092850.00,1101516.00,1092613.00,1080783.00,1086665.00,1082848.00,1084238.00,1126359.00,1181572.00,1203166.00,1181215.00,1142441.00,1081322.00,1012225.00,931716.00
2014-11-08,851056.00,808729.00,789809.00,777644.00,774822.00,801642.00,842431.00,871595.00,919788.00,976934.00,1011365.00,1030043.00,1031745.00,1025975.00,1017563.00,1026524.00,1081179.00,1151587.00,1157539.00,1140661.00,1112167.00,1067087.00,988938.00,914944.00
2014-11-09,859036.00,807280.00,782417.00,768594.00,771130.00,788513.00,819098.00,822569.00,892203.00,938421.00,976853.00,982478.00,975438.00,968742.00,965809.00,968961.00,1031492.00,1130057.00,1135397.00,1115147.00,1097737.00,1047114.00,966902.00,875962.00
2014-11-10,807689.00,776233.00,764707.00,753461.00,766416.00,818522.00,909813.00,980395.00,1046039.00,1080056.00,1079451.00,1051421.00,1037146.00,1037165.00,1028679.00,1042595.00,1086373.00,1151197.00,1163378.00,1135074.00,1100225.00,1055089.00,971230.00,885970.00
2014-11-11,811761.00,763149.00,745528.00,738709.00,753356.00,799676.00,902591.00,967424.00,1017522.00,1064715.00,1052532.00,1030658.00,1006041.00,994294.00,999654.00,997874.00,1063476.00,1146701.00,1175574.00,1160983.00,1132272.00,1076773.00,972941.00,878974.00
2014-11-12,824769.00,781684.00,764095.00,764342.00,774753.00,825800.00,911756.00,996781.00,1046414.00,1081239.00,1086345.00,1073786.00,1034901.00,1026277.00,1017667.00,1029765.00,1083858.00,1165319.00,1177594.00,1168106.00,1139243.00,1095516.00,994417.00,906487.00
2014-11-13,834598.00,785172.00,770697.00,765937.00,779249.00,825477.00,915873.00,1004346.00,1057363.00,1093721.00,1083353.00,1074897.00,1056768.00,1050012.00,1018621.00,1010619.00,1076394.00,1142668.00,1153438.00,1134528.00,1099475.00,1052655.00,981322.00,908136.00
2014-11-14,832628.00,773106.00,762890.00,754709.00,769262.00,810037.00,910028.00,1005014.00,1065516.00,1105590.00,1102797.00,1097924.00,1081093.00,1082406.00,1086230.00,1093427.00,1139287.00,1196426.00,1177245.00,1153087.00,1120011.00,1073639.00,989189.00,909776.00
2014-11-15,846018.00,806151.00,779472.00,761138.00,774698.00,803327.00,848957.00,889613.00,943869.00,1010088.00,1024788.00,1032420.00,1026056.00,1027013.00,1026714.00,1021695.00,1084031.00,1145361.00,1134032.00,1116580.00,1097955.00,1056265.00,987197.00,908426.00
2014-11-16,840592.00,799249.00,779262.00,767844.00,765584.00,779309.00,814140.00,826349.00,903423.00,941424.00,972826.00,999662.00,995648.00,988612.00,996126.00,1014001.00,1066436.00,1114894.00,1117361.00,1106095.00,1073207.00,1034791.00,979539.00,906729.00
2014-11-17,843012.00,798284.00,776227.00,774291.00,779544.00,820194.00,920100.00,1019162.00,1086933.00,1134114.00,1150174.00,1144037.00,1129532.00,1130334.00,1120019.00,1120448.00,1171902.00,1246978.00,1251548.00,1237231.00,1185191.00,1131758.00,1058578.00,967802.00
2014-11-18,893114.00,842795.00,828802.00,819935.00,817545.00,871741.00,965359.00,1056602.00,1116953.00,1152380.00,1171886.00,1158106.00,1141064.00,1147468.00,1138385.00,1146947.00,1195191.00,1251425.00,1248497.00,1223275.00,1201332.00,1148122.00,1054084.00,967523.00
2014-11-19,893054.00,854776.00,833888.00,832763.00,844707.00,886085.00,986432.00,1069135.00,1130105.00,1166838.00,1160178.00,1146496.00,1123775.00,1121213.00,1110725.00,1120246.00,1174443.00,1235984.00,1224103.00,1200793.00,1173737.00,1117020.00,1031658.00,957842.00
2014-11-20,888154.00,847156.00,832819.00,825994.00,838985.00,882305.00,982051.00,1071332.00,1109641.00,1138525.00,1153782.00,1138551.00,1107416.00,1102099.00,1096795.00,1096952.00,1151391.00,1211929.00,1205235.00,1200387.00,1177397.00,1127189.00,1021478.00,959385.00
2014-11-21,896388.00,847660.00,836221.00,828089.00,832669.00,886956.00,987265.00,1064876.00,1115318.00,1166296.00,1182630.00,1184007.00,1166106.00,1160676.00,1140425.00,1159530.00,1216636.00,1208569.00,1195864.00,1153959.00,1142532.00,1100298.00,1024574.00,939186.00
2014-11-22,875909.00,825393.00,804416.00,796185.00,791633.00,805680.00,853962.00,894029.00,959976.00,1001658.00,1030815.00,1031111.00,1021661.00,1013048.00,991507.00,1005185.00,1073220.00,1150934.00,1147396.00,1124399.00,1102492.00,1058394.00,991920.00,923816.00
2014-11-23,873867.00,823504.00,798712.00,788120.00,792501.00,806278.00,842783.00,868360.00,917443.00,967712.00,995645.00,986508.00,963657.00,960733.00,960008.00,977189.00,1060943.00,1151530.00,1167607.00,1152614.00,1119520.00,1058402.00,975964.00,889735.00
2014-11-24,832599.00,790480.00,761941.00,757436.00,760877.00,809312.00,909240.00,1019829.00,1094763.00,1136625.00,1151586.00,1135565.00,1124860.00,1130088.00,1142103.00,1151437.00,1195413.00,1222619.00,1235800.00,1219931.00,1184005.00,1134106.00,1048392.00,962249.00
2014-11-25,893297.00,844910.00,827402.00,820321.00,827320.00,872763.00,973625.00,1061946.00,1134849.00,1179656.00,1181371.00,1156150.00,1134630.00,1135786.00,1130345.00,1140358.00,1211987.00,1268417.00,1269990.00,1246685.00,1218239.00,1162917.00,1069063.00,974693.00
2014-11-26,908132.00,863532.00,845846.00,852145.00,855827.00,901659.00,1011115.00,1100213.00,1160339.00,1206761.00,1234313.00,1214391.00,1191957.00,1180841.00,1169958.00,1184178.00,1244338.00,1276740.00,1262581.00,1258264.00,1228925.00,1178302.00,1096603.00,995593.00
2014-11-27,916192.00,873113.00,842501.00,843692.00,861993.00,896736.00,998809.00,1092914.00,1151444.00,1187364.00,1195450.00,1180818.00,1150185.00,1154494.00,1146601.00,1153684.00,1224566.00,1256747.00,1253355.00,1239110.00,1218099.00,1162491.00,1076065.00,980296.00
2014-11-28,884059.00,848832.00,831283.00,820736.00,827632.00,874645.00,972669.00,1065679.00,1127886.00,1157924.00,1167725.00,1148540.00,1125925.00,1122410.00,1112124.00,1127939.00,1197626.00,1237419.00,1228678.00,1218353.00,1192809.00,1149321.00,1065252.00,985483.00
2014-11-29,931397.00,877899.00,856537.00,855008.00,856144.00,882370.00,930445.00,992515.00,1060635.00,1123880.00,1168686.00,1134827.00,1115120.00,1110588.00,1110708.00,1128384.00,1194314.00,1245856.00,1232157.00,1219099.00,1182295.00,1138025.00,1071324.00,1014134.00
2014-11-30,958822.00,909955.00,874503.00,859818.00,866976.00,893696.00,928775.00,958465.00,1013454.00,1058739.00,1087321.00,1084872.00,1081044.00,1080913.00,1083942.00,1111679.00,1176690.00,1204716.00,1203040.00,1195798.00,1175925.00,1132926.00,1062391.00,990069.00
2014-12-01,918441.00,884271.00,853379.00,846896.00,856153.00,898065.00,995814.00,1087545.00,1153288.00,1196838.00,1196480.00,1181482.00,1173648.00,1160542.00,1160489.00,1176696.00,1225067.00,1256847.00,1260797.00,1236768.00,1211590.00,1149424.00,1086777.00,1012519.00
2014-12-02,931963.00,892058.00,880683.00,879764.00,903068.00,939606.00,1033649.00,1126059.00,1190975.00,1229035.00,1236729.00,1231690.00,1215871.00,1217703.00,1221178.00,1234040.00,1278664.00,1299413.00,1292807.00,1271804.00,1244742.00,1184446.00,1118128.00,1046135.00
2014-12-03,959910.00,910651.00,899562.00,906911.00,889240.00,933092.00,1025645.00,1135740.00,1198284.00,1233682.00,1236849.00,1222649.00,1210224.00,1201579.00,1204149.00,1221480.00,1281776.00,1322424.00,1309914.00,1292230.00,1268663.00,1223788.00,1146303.00,1051453.00
2014-12-04,961625.00,929489.00,912240.00,907500.00,924587.00,959445.00,1078797.00,1159453.00,1203682.00,1230206.00,1227447.00,1216263.00,1197874.00,1202953.00,1191437.00,1200989.00,1261107.00,1326178.00,1319981.00,1304121.00,1276362.00,1233649.00,1147378.00,1071795.00
2014-12-05,989936.00,946055.00,933905.00,924622.00,935001.00,964473.00,1066205.00,1159753.00,1228237.00,1277864.00,1294844.00,1276364.00,1261568.00,1263290.00,1254351.00,1257683.00,1295118.00,1333233.00,1324300.00,1295527.00,1265187.00,1215510.00,1148350.00,1059263.00
2014-12-06,987492.00,925478.00,901769.00,889997.00,888389.00,913544.00,955188.00,1003173.00,1060456.00,1106160.00,1127767.00,1117149.00,1094068.00,1091421.00,1094353.00,1113440.00,1177786.00,1227519.00,1222842.00,1205043.00,1181556.00,1147840.00,1090237.00,1029600.00
2014-12-07,963539.00,920111.00,879355.00,870601.00,880944.00,899162.00,937842.00,964942.00,1026008.00,1074855.00,1092931.00,1094990.00,1087175.00,1081418.00,1083776.00,1124263.00,1215772.00,1271311.00,1274018.00,1260722.00,1243301.00,1187015.00,1106871.00,1019001.00
2014-12-08,941747.00,914502.00,887139.00,883895.00,882321.00,918265.00,1020818.00,1135648.00,1207998.00,1239702.00,1243765.00,1229821.00,1218824.00,1222153.00,1222506.00,1243046.00,1299265.00,1315203.00,1306210.00,1300548.00,1260856.00,1199406.00,1110979.00,1042316.00
2014-12-09,973070.00,922156.00,902600.00,903968.00,903747.00,938316.00,1045129.00,1141277.00,1201262.00,1264747.00,1273380.00,1266198.00,1245323.00,1248908.00,1241523.00,1259643.00,1317895.00,1306833.00,1314302.00,1315571.00,1284448.00,1229474.00,1135267.00,1044744.00
2014-12-10,972510.00,921145.00,905441.00,896370.00,895719.00,945275.00,1059945.00,1152544.00,1221201.00,1261611.00,1248544.00,1229144.00,1203975.00,1199240.00,1205717.00,1228664.00,1305567.00,1315263.00,1307338.00,1288266.00,1257626.00,1207438.00,1129255.00,1042017.00
2014-12-11,972086.00,924011.00,903491.00,893605.00,895788.00,945482.00,1042458.00,1169528.00,1224595.00,1264553.00,1255954.00,1244657.00,1232364.00,1249025.00,1246446.00,1268820.00,1317020.00,1356729.00,1339692.00,1315980.00,1307580.00,1266624.00,1148567.00,1045617.00
2014-12-12,956832.00,913046.00,903323.00,899304.00,899359.00,945527.00,1045896.00,1136495.00,1195763.00,1226144.00,1221296.00,1211261.00,1189410.00,1189541.00,1188085.00,1202711.00,1256104.00,1264326.00,1243336.00,1206465.00,1176982.00,1134798.00,1070512.00,986512.00
2014-12-13,900010.00,839422.00,836872.00,823172.00,825555.00,835429.00,881771.00,930801.00,1001484.00,1062438.00,1092936.00,1051004.00,1038399.00,1042306.00,1049124.00,1073173.00,1152305.00,1189960.00,1174977.00,1155499.00,1130816.00,1095100.00,1037529.00,961206.00
2014-12-14,891051.00,834119.00,809362.00,805411.00,806589.00,821893.00,856445.00,886840.00,938729.00,989889.00,1027673.00,1028724.00,1018147.00,1003436.00,996004.00,1030238.00,1117216.00,1197610.00,1200131.00,1187362.00,1174997.00,1126189.00,1047630.00,956686.00
2014-12-15,893731.00,850415.00,829190.00,834715.00,849453.00,884510.00,976330.00,1075576.00,1131441.00,1172094.00,1178596.00,1156946.00,1144638.00,1123413.00,1102358.00,1106688.00,1183403.00,1231806.00,1221113.00,1227121.00,1209235.00,1156745.00,1060685.00,962783.00
2014-12-16,887439.00,841086.00,826430.00,835073.00,842490.00,883063.00,987153.00,1094629.00,1176643.00,1227122.00,1206108.00,1187757.00,1172248.00,1183778.00,1183282.00,1175189.00,1256493.00,1296944.00,1299144.00,1263322.00,1220779.00,1177200.00,1090092.00,1009298.00
2014-12-17,931766.00,874762.00,870603.00,854621.00,867138.00,903581.00,1004962.00,1090534.00,1147947.00,1177331.00,1176451.00,1165970.00,1166213.00,1172259.00,1181788.00,1194924.00,1230250.00,1244867.00,1245373.00,1232855.00,1216854.00,1171118.00,1096646.00,1014590.00
2014-12-18,931261.00,885254.00,861244.00,852794.00,859076.00,894380.00,991331.00,1102132.00,1159487.00,1189617.00,1205980.00,1203401.00,1179448.00,1189323.00,1187426.00,1221263.00,1275130.00,1305441.00,1270775.00,1262887.00,1228203.00,1171712.00,1097803.00,1004253.00
2014-12-19,929310.00,874503.00,856954.00,840417.00,837719.00,871558.00,957058.00,1054735.00,1108426.00,1137444.00,1141686.00,1139819.00,1128087.00,1147585.00,1136586.00,1138163.00,1185199.00,1234594.00,1220610.00,1190128.00,1135719.00,1086154.00,1000156.00,931575.00
2014-12-20,847828.00,798543.00,772055.00,744221.00,748498.00,767817.00,801092.00,850158.00,900772.00,950769.00,984798.00,991445.00,979642.00,988908.00,974199.00,993737.00,1073836.00,1118774.00,1102766.00,1089581.00,1057785.00,1012806.00,951032.00,871879.00
2014-12-21,810942.00,764166.00,723002.00,706533.00,709938.00,720221.00,751338.00,776389.00,817289.00,857479.00,881199.00,888409.00,882828.00,888036.00,899725.00,927538.00,1002662.00,1066717.00,1073376.00,1060190.00,1043368.00,1002359.00,932494.00,844797.00
2014-12-22,767094.00,731456.00,709240.00,701901.00,704498.00,741184.00,846735.00,972807.00,1037096.00,1074361.00,1072781.00,1060212.00,1053010.00,1038836.00,1028460.00,1031165.00,1089893.00,1131360.00,1141597.00,1125183.00,1101144.00,1048465.00,964441.00,885511.00
2014-12-23,818688.00,771648.00,746945.00,737135.00,740686.00,777161.00,877042.00,977784.00,1043387.00,1075422.00,1080487.00,1065465.00,1064024.00,1079798.00,1077521.00,1097686.00,1153725.00,1174864.00,1174359.00,1163252.00,1134660.00,1083863.00,999589.00,927722.00
2014-12-24,850785.00,796401.00,772303.00,747265.00,737815.00,788049.00,913280.00,1027610.00,1057642.00,1066318.00,1062687.00,1070619.00,1079207.00,1079650.00,1065021.00,1077990.00,1135961.00,1173599.00,1170445.00,1158207.00,1122026.00,1077895.00,995317.00,911255.00
2014-12-25,839862.00,792403.00,759233.00,739065.00,744093.00,785871.00,894577.00,998088.00,1059845.00,1099012.00,1103033.00,1114315.00,1104201.00,1106178.00,1099552.00,1106294.00,1150414.00,1180013.00,1162269.00,1136013.00,1115807.00,1063471.00,981142.00,888510.00
2014-12-26,809110.00,764447.00,737187.00,727226.00,739070.00,775406.00,888446.00,985558.00,1032376.00,1068902.00,1071562.00,1053290.00,1027648.00,1043796.00,1034224.00,1047325.00,1099252.00,1143678.00,1132316.00,1119525.00,1091282.00,1045831.00,978941.00,913740.00
2014-12-27,838477.00,760340.00,762677.00,751449.00,761410.00,784082.00,825911.00,881614.00,958595.00,1029045.00,1071991.00,1059749.00,1049833.00,1040399.00,1033915.00,1061047.00,1141000.00,1181641.00,1176614.00,1146184.00,1142985.00,1104196.00,1027388.00,955402.00
2014-12-28,887017.00,825918.00,784932.00,776054.00,784971.00,803380.00,839206.00,866260.00,923557.00,982654.00,1024160.00,1029226.00,1031294.00,1034473.00,1028689.00,1049809.00,1112644.00,1158430.00,1143170.00,1126844.00,1117790.00,1073409.00,993923.00,907671.00
2014-12-29,845190.00,795379.00,784027.00,765083.00,767740.00,812679.00,910513.00,995835.00,1067410.00,1112617.00,1134694.00,1107844.00,1087720.00,1085348.00,1083303.00,1093785.00,1160785.00,1191381.00,1210243.00,1192451.00,1184812.00,1130609.00,1062760.00,972847.00
2014-12-30,895859.00,843735.00,817430.00,809715.00,802260.00,834808.00,931146.00,994596.00,1058088.00,1109001.00,1110291.00,1092312.00,1060334.00,1061045.00,1049809.00,1074228.00,1144112.00,1196675.00,1196754.00,1189949.00,1164393.00,1124726.00,1053155.00,964271.00
2014-12-31,881202.00,830013.00,815103.00,799072.00,804838.00,832829.00,893968.00,960278.00,1012636.00,1058778.00,1066030.00,1058078.00,1040919.00,1025110.00,1011910.00,1020844.00,1112925.00,1200382.00,1205903.00,1183910.00,1152510.00,1116235.00,1067457.00,1007062.00